Name of Department,Module ID,Name of Module,Name of Type,Activity ID,Name,Day,Start Time,End Time,Whole-Class/Subgroup,Size,Real Size,Duration,Weeks,Number of weeks,Room,Building,Campus
Moray House School of Education and Sport,EDUA11291_SS1_FLEX,Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),*Workshop,#SPLUSAD270F,CP2 - Tutorial/Critical Literacies,Fri,11:00,13:00,.,15,9,4,"Vac3 wk14-Sem1 wk2, Sem1 wk4-Sem1 wk5, Exam1 wk1-Exam1 wk2",9,CL_5.04,Charteris Land,*Holyrood
Moray House School of Education and Sport,EDUA11187_SV1_SEM1,Education Policy and the Politics of Education,*Lecture,#SPLUSAD2851,EPPE - Lecture,Mon,9:00,10:00,WC,200,156,2,Sem1 wk1-Sem1 wk11,11,PL_G1,Patersons Land,*Holyrood
Moray House School of Education and Sport,EDUA11363_SV1_SEM1,The Philosophy of Education,*Lecture,#SPLUSAD2855,The Philosophy of Education - Lecture,Mon,15:00,17:00,WC,200,138,4,Sem1 wk1-Sem1 wk10,10,PL_G1,Patersons Land,*Holyrood
Moray House School of Education and Sport,EDUA11034_SV1_SEM1,Child and Adolescent Development,*Lecture,#SPLUSAD28F7,Child and Adolescent Development - Lecture,Mon,10:00,11:00,WC,100,43,2,Sem1 wk1-Sem1 wk10,10,OUT_Bessie Watson Lecture Room,Outreach Centre,*Holyrood
Moray House School of Education and Sport,EDUA11408_SV1_SEM1,Global Childhoods and Human Rights,*Lecture,#SPLUSAD2936,Global Childhoods and Human Rights - Lecture,Mon,14:00,16:00,WC,30,18,4,Sem1 wk1-Sem1 wk11,11,CL_4.20,Charteris Land,*Holyrood
Moray House School of Education and Sport,EDUA11403_SV1_SEM1,Pedagogy and Practice of Friedrich Froebel for the early years,*Workshop,#SPLUSAD2947,Pedagogy and Practice of Friedrich Froebel for the early years - Workshop,Mon,16:00,18:00,WC,25,19,4,Sem1 wk1-Sem1 wk11,11,PL_1.21,Patersons Land,*Holyrood
Moray House School of Education and Sport,REDU11002_SV1_SEM1,The Nature of Enquiry,*Lecture,#SPLUSAD2A1C,The Nature of Enquiry - Lecture,Tue,10:00,12:00,WC,30,16,4,Sem1 wk2-Sem1 wk11,10,TL_1.15,Thomsons Land,*Holyrood
Edinburgh College of Art,,,*Seminar,#SPLUS1ADE28,Music in the Community 4 - Seminar,Thu,9:00,11:00,,6,18,4,"Sem1 wk1, Sem1 wk5, Sem1 wk9, Sem1 wk11",4,MST_3.3 - Doorway 6,"Medical School, Teviot",*Central
Edinburgh College of Art,,,*Lecture,#SPLUS1AE0D2 002,Instrumentation and Timbre - Lecture <11>,Thu,16:00,18:00,,41,44,4,Sem1 wk3,1,RS_Reid Concert Hall Auditorium,Reid School,*Central
Edinburgh College of Art,,,*Lecture,#SPLUS1AE0D2 001,"Instrumentation and Timbre - Lecture <09-10, 12-19>",Thu,16:00,18:00,,41,44,4,"Sem1 wk1-Sem1 wk2, Sem1 wk4-Sem1 wk11",10,ALH_Atrium (G.10),Alison House,*Central
Edinburgh College of Art,,,*Workshop,#SPLUS1AE0EC,Instrumentation and Timbre - Workshop,Fri,10:00,16:00,,41,44,12,Sem1 wk6,1,RS_Reid Concert Hall Auditorium,Reid School,*Central
University Secretary,LEAPSUM_SV1_YR,Summer School LEAPS,Summer School,#SPLUS7D8036,LEAPS Transitional Course- Hybrid Room,Thu,14:30,17:00,,10,0,5,"Sem1 wk1-Sem1 wk2, Sem1 wk4, Sem1 wk6",4,PL_LG46 - COL,Patersons Land,*Holyrood
School of Chemistry,CHEM11082_SS1_SEM1,Laboratory Techniques 1 Chemistry PGT,*Workshop,#SPLUS4C3C4B,Laboratory Techniques 1 Identification of an Unknown (NMR/MS) MBC,Wed,10:00,13:00,,30,21,6,Sem1 wk8,1,MH_LG.01 - Open Access Computer Lab,Murchison House,*King's Buildings
School of Chemistry,CHEM11082_SS1_SEM1,Laboratory Techniques 1 Chemistry PGT,*Workshop,#SPLUS4C3C49,Laboratory Techniques 1 Identification of an Unknown (NMR/MS) AC,Thu,10:00,13:00,,30,21,6,Sem1 wk8,1,MH_LG.12 - Open Access Computer Lab,Murchison House,*King's Buildings
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS61C4CB,Gaelic 1A (S1) - Seminar 1,Mon,10:00,11:00,,19,14,2,Sem1 wk1-Sem1 wk11,11,50GS_G.02,50 George Square,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS61C4D5,Gaelic 1A (S1) - Seminar 2,Wed,13:00,14:00,,19,14,2,Sem1 wk1-Sem1 wk11,11,50GS_G.05,50 George Square,*George Square/Buccleuch
"School of Literatures, Languages and Cultures",,,*Seminar,#SPLUS61C4DF,Gaelic 1A (S1) - Seminar 3,Thu,15:00,16:00,,19,14,2,Sem1 wk1-Sem1 wk11,11,7-8CS_G.01,7-8 Chambers Street,*Central
"School of Literatures, Languages and Cultures",,,*Workshop,#SPLUSFF27DF,Japanese 4 Oral AND Practical Japanese 2 Joint class (S1) - Workshop,Wed,9:00,10:00,,55,50,2,"Sem1 wk1, Sem1 wk7",2,MST_Sydney Smith Lecture Room - Doorway 1,"Medical School, Teviot",*Central
Edinburgh College of Art,HIAR11107_SV1_SEM1,Inequality in the arts: Understanding the production and consumption of culture.,*Seminar,#SPLUS2A0A7C,Inequality in the Arts - Seminar,Mon,14:00,16:00,WC,20,19,4,Sem1 wk1-Sem1 wk11,11,7-8CS_G.01,7-8 Chambers Street,*Central
Edinburgh College of Art,HIAR10195_SS1_SEM1,Aztec Imperial Art,*Seminar,#SPLUS2A0A8F,Aztec Imperial Art - Seminar,Wed,11:00,13:00,WC,20,17,4,Sem1 wk1-Sem1 wk11,11,ECAMB_C.26,ECA Main Building,*Lauriston
Deanery of Biomedical Sciences,BIME10025_SS1_SEM1,Diagnostics and therapeutics for infectious disease,*Lecture,#SPLUS073837,Diagnostics and Therapeutics for Infectious Disease - Lecture,Thu,10:00,12:00,WC,31,28,4,Sem1 wk1-Sem1 wk10,10,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10025_SS1_SEM1,Diagnostics and therapeutics for infectious disease,*Lecture,#SPLUS07383D,Diagnostics and Therapeutics for Infectious Disease - Lecture,Fri,10:00,12:00,WC,31,28,4,Sem1 wk1-Sem1 wk10,10,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,PHBM10036_SS1_YR,"Drugs, Receptors and Therapeutics",*Seminar,#SPLUS073848,"Drugs, Receptors and Therapeutics - Seminar",Wed,9:00,13:00,WC,40,35,8,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,*Tutorial,#SPLUS07386B,Emergency Medicine - Tutorial,Fri,14:00,17:00,WC,20,20,6,"Sem1 wk1-Sem1 wk2, Sem1 wk4-Sem1 wk11",10,CB - Seminar Room 3 (FU224),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,*Tutorial,#SPLUS07386F 001,"Emergency Medicine - Tutorial <09, 12-13, 15, 17-19>",Thu,14:00,17:00,,20,20,6,"Sem1 wk1, Sem1 wk4-Sem1 wk5, Sem1 wk7, Sem1 wk9-Sem1 wk11",7,CB - Seminar Room 6 (FU323),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,*Tutorial,#SPLUS07386F 002,Emergency Medicine - Tutorial <10-11>,Thu,14:00,17:00,,20,20,6,Sem1 wk2-Sem1 wk3,2,CB - Auditorium B (GU216),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,Oral Presentation,#SPLUS073876,Emergency Medicine - Poster Presentations/01,Thu,14:00,17:00,,10,10,6,Sem1 wk6,1,CB - Auditorium B (GU216),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,*Workshop,#SPLUS073879,Emergency Medicine - Workshop 1,Fri,14:00,17:00,WC,20,20,6,Sem1 wk3,1,CB - Micro Lab 1 (GU302),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10062_SS1_SEM1,Emergency Medicine,*Workshop,#SPLUS07388A,Emergency Medicine - Workshop 2,Thu,14:00,17:00,WC,20,20,6,Sem1 wk8,1,CB - Undergraduate Medical Teaching Room (GU318),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10024_SS1_SEM1,Endocrine Physiology and Pharmacology,*Seminar,#SPLUS073891,Endocrine Physiology and Pharmacology - Seminar,Fri,9:00,13:00,WC,20,13,8,Sem1 wk1-Sem1 wk11,11,CB - Seminar Room 4 (FU223),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10024_SS1_SEM1,Endocrine Physiology and Pharmacology,*Seminar,#SPLUS073895 003,Endocrine Physiology and Pharmacology - Seminar <16>,Thu,9:00,13:00,,20,13,8,Sem1 wk8,1,CB - Seminar Room 4 (FU223),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10024_SS1_SEM1,Endocrine Physiology and Pharmacology,*Seminar,#SPLUS073895 002,Endocrine Physiology and Pharmacology - Seminar <10>,Thu,9:00,13:00,,20,13,8,Sem1 wk2,1,CB - Micro Lab 1 (GU302),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10024_SS1_SEM1,Endocrine Physiology and Pharmacology,*Seminar,#SPLUS073895 001,"Endocrine Physiology and Pharmacology - Seminar <09, 11-15, 17-19>",Thu,9:00,13:00,,20,13,8,"Sem1 wk1, Sem1 wk3-Sem1 wk7, Sem1 wk9-Sem1 wk11",9,CB - Seminar Room 2 (GU322/3),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10023_SS1_SEM1,Forensic Investigation,*Lecture,#SPLUS0738B9,Forensic Investigation - Seminar,Mon,14:00,17:00,WC,40,41,6,"Sem1 wk1-Sem1 wk6, Sem1 wk8-Sem1 wk11",10,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10023_SS1_SEM1,Forensic Investigation,*Lecture,#SPLUS0738BF,Forensic Investigation - Seminar,Mon,12:30,17:30,WC,40,41,10,Sem1 wk7,1,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10023_SS1_SEM1,Forensic Investigation,*Lecture,#SPLUS0738C3,Forensic Investigation - Seminar,Tue,14:00,17:00,WC,40,41,6,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 12 (01M.469) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,ACCP10002_SS1_SEM1,"Fundamentals of Anaesthesia, Critical Care and Pain Medicine",*Practical,#SPLUS0738D2,Fundamentals of ACCPM - Introduction to the Operating Theatre & Critical Care Environment (Hospital Ward),Mon,9:00,10:00,WC,12,12,2,Sem1 wk1,1,0,0,0
Deanery of Biomedical Sciences,ACCP10002_SS1_SEM1,"Fundamentals of Anaesthesia, Critical Care and Pain Medicine",*Meeting,#SPLUS0738D4,Fundamentals of ACCPM - Introductory PBL Meeting,Mon,13:00,14:00,WC,12,12,2,Sem1 wk1,1,CB - Seminar Room 5 (FU222),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10002_SS1_SEM1,"Fundamentals of Anaesthesia, Critical Care and Pain Medicine",*Tutorial,#SPLUS0738E1 002,Fundamentals of ACCPM - PBL <19>,Thu,10:00,13:00,,12,12,6,Sem1 wk11,1,CB - Seminar Room 6 (FU323),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,ACCP10002_SS1_SEM1,"Fundamentals of Anaesthesia, Critical Care and Pain Medicine",*Tutorial,#SPLUS0738E1 001,Fundamentals of ACCPM - PBL <09-18>,Thu,10:00,13:00,,12,12,6,Sem1 wk1-Sem1 wk10,10,CB - Micro Lab 2 (GU303),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10074_SV1_SEM1,Gametes and Gonads,*Lecture,#SPLUS0738EE 002,Gametes and Gonads - Lecture <13-18>,Mon,9:00,13:00,,25,26,8,Sem1 wk5-Sem1 wk10,6,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10074_SV1_SEM1,Gametes and Gonads,*Lecture,#SPLUS0738EE 001,"Gametes and Gonads - Lecture <09, 11-12>",Mon,10:00,13:00,,25,26,6,"Sem1 wk1, Sem1 wk3-Sem1 wk4",3,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10074_SV1_SEM1,Gametes and Gonads,*Lecture,#SPLUS0738F2,Gametes and Gonads - Lecture,Tue,10:00,13:00,WC,25,26,6,"Sem1 wk1-Sem1 wk3, Sem1 wk5-Sem1 wk10",9,MST_Teaching Room 09 (1.416) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,NEBM10028_SS1_SB13,General Neuroscience,*Lecture,#SPLUS0738F9 003,General Neuroscience - Lecture <16>,Wed,9:30,10:30,,50,66,2,Sem1 wk8,1,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,NEBM10028_SS1_SB13,General Neuroscience,*Lecture,#SPLUS0738F9 002,General Neuroscience - Lecture <12>,Wed,9:30,11:30,,50,66,4,Sem1 wk4,1,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,NEBM10028_SS1_SB13,General Neuroscience,*Lecture,#SPLUS0738F9 001,"General Neuroscience - Lecture <09-10, 13, 17, 19>",Wed,9:30,13:00,,50,66,7,"Sem1 wk1-Sem1 wk2, Sem1 wk5, Sem1 wk9, Sem1 wk11",5,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,NEBM10028_SS1_SB13,General Neuroscience,*Lecture,#SPLUS0738FD,General Neuroscience - Lecture,Wed,9:30,10:30,WC,50,66,2,"Sem1 wk6-Sem1 wk7, Sem1 wk10",3,1GS_G.8 Gaddum LT,1 George Square (Neuroscience),*George Square/Buccleuch
Deanery of Biomedical Sciences,NEBM10028_SS1_SB13,General Neuroscience,*Practical,#SPLUS073913,General Neuroscience - Data Analysis Practical,Wed,9:00,13:00,WC,50,66,8,Sem1 wk3,1,ROB - Greenfield Main Lab (GFS1),Robson Building,*George Square/Buccleuch
Deanery of Biomedical Sciences,BIME10022_SS1_SEM1,Genetic and Environmental Influences on Behaviour and Mental Health,*Seminar,#SPLUS073924 003,Genetic and Environmental Influences on Behaviour and Mental Health - Lecture <14>,Mon,14:00,17:00,,20,19,6,Sem1 wk6,1,MST_Teaching Room 02 (G.203) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10022_SS1_SEM1,Genetic and Environmental Influences on Behaviour and Mental Health,*Seminar,#SPLUS073924 002,Genetic and Environmental Influences on Behaviour and Mental Health - Lecture <15>,Mon,14:00,17:00,,20,19,6,Sem1 wk7,1,CB - Auditorium B (GU216),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10022_SS1_SEM1,Genetic and Environmental Influences on Behaviour and Mental Health,*Seminar,#SPLUS073924 001,"Genetic and Environmental Influences on Behaviour and Mental Health - Lecture <09, 11-13, 16-18>",Mon,14:00,17:00,,20,19,6,"Sem1 wk1, Sem1 wk3-Sem1 wk5, Sem1 wk8-Sem1 wk10",7,CB - Seminar Room 3 (FU224),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10022_SS1_SEM1,Genetic and Environmental Influences on Behaviour and Mental Health,*Seminar,#SPLUS073928,Genetic and Environmental Influences on Behaviour and Mental Health - Seminar,Mon,14:00,17:00,WC,20,19,6,Sem1 wk2,1,CB - Micro Lab 2 (GU303),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10022_SS1_SEM1,Genetic and Environmental Influences on Behaviour and Mental Health,*Seminar,#SPLUS07392C,Genetic and Environmental Influences on Behaviour and Mental Health - Seminar,Tue,14:00,17:00,WC,20,19,6,Sem1 wk1-Sem1 wk11,11,CB - Seminar Room 3 (FU224),Chancellors Building,*Bioquarter
Deanery of Biomedical Sciences,BIME10021_SS1_SEM1,Global Health and Infectious Diseases,*Seminar,#SPLUS073931,Global Health and Infectious Diseases - Seminar,Tue,10:00,12:00,WC,40,37,4,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
Deanery of Biomedical Sciences,BIME10021_SS1_SEM1,Global Health and Infectious Diseases,*Seminar,#SPLUS073936,Global Health and Infectious Diseases - Seminar,Mon,10:00,12:00,WC,40,37,4,Sem1 wk1-Sem1 wk11,11,MST_Teaching Room 13 (01M.473) - Doorway 3,"Medical School, Teviot",*Central
School of Informatics,,,*Lecture,#SPLUSA74C3D 004,Machine Learning Practical - Lecture <13>,Tue,13:00,14:00,,223,217,2,Sem1 wk5,1,40GS_Lecture Theatre C,40 George Square Lecture Theatres,*George Square/Buccleuch
School of Informatics,,,*Lecture,#SPLUSA74C3D 003,Machine Learning Practical - Lecture <10>,Tue,13:00,14:00,,303,217,2,Sem1 wk2,1,00-McEwan (303) - ROOM PLACEHOLDER,*Central,0
School of Informatics,,,*Lecture,#SPLUSA74C3D 001,"Machine Learning Practical - Lecture <09, 11-12>",Tue,13:00,14:00,,303,217,2,"Sem1 wk1, Sem1 wk3-Sem1 wk4",3,00-EICC Pentland (600) - ROOM PLACEHOLDER,*Central,0
School of Informatics,,,*Lecture,#SPLUSA74C3D 002,Machine Learning Practical - Lecture <14-18>,Tue,13:00,14:00,,223,217,2,Sem1 wk6-Sem1 wk10,5,50GS_Lecture Theatre G.03,50 George Square,*George Square/Buccleuch
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,External Visit,#SPLUS66FCEF,Art Practice 2 - Gallery Visit,Mon,10:00,16:00,WC,110,99,12,Sem1 wk7,1,0,0,0
Edinburgh College of Art,,,*Lecture,#SPLUSEEFEB2,School of Art Monday Talk,Mon,16:00,17:30,,110,470,3,"Sem1 wk3, Sem1 wk6, Sem1 wk8",3,ECAMB_Lecture Theatre E22,ECA Main Building,*Lauriston
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,*Tutorial,#SPLUS66FD60,Art Practice 2 - Group Tutorial (Held in Own Studios),Mon,11:30,16:00,WC,110,99,9,Sem1 wk8,1,0,0,0
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,*Tutorial,#SPLUS66FD68,Art Practice 2 - Meet your Tutor in the Studio,Mon,14:00,16:00,WC,110,99,4,Sem1 wk1,1,0,0,0
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,*Tutorial,#SPLUS66FD6E,Art Practice 2 - Meet your Tutor in the Studio,Mon,10:00,12:30,WC,110,99,5,Sem1 wk2,1,0,0,0
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,Oral Presentation,#SPLUS66FDA4,Art Practice 2 - Group Presentation of Final Work: Install,Mon,10:00,13:00,WC,110,99,6,Sem1 wk9,1,"ECAMB_C.04,ECAMB_E.02,ECAMB_E.14,ECAMB_E.21,ECAMB_E.23","ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building","*Lauriston,*Lauriston,*Lauriston,*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,Oral Presentation,#SPLUS66FDAF,Art Practice 2 - Group Presentation of Final Work: Open studios,Mon,14:00,16:00,WC,110,99,4,Sem1 wk9,1,"ECAMB_C.04,ECAMB_E.02,ECAMB_E.14,ECAMB_E.21,ECAMB_E.23","ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building","*Lauriston,*Lauriston,*Lauriston,*Lauriston,*Lauriston"
School of Social and Political Science,PGSP11412_SV1_SEM1,Analysing European Governance and Public Policy,*Seminar,#SPLUS8BF95F,Analysing European Governance and Public Policy - Seminar,Mon,10:00,12:00,WC,30,28,4,Sem1 wk5,1,LLTC_1.3,Lister Learning and Teaching Centre,*Central
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,Review,#SPLUS66FDBE,Art Practice 2 - Formative Reviews,Mon,10:00,12:00,WC,110,99,4,Sem1 wk10-Sem1 wk11,2,0,0,0
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,*Tutorial,#SPLUS66FDC8,Art Practice 2 - Individual Tutorial,Mon,11:00,13:00,WC,110,99,4,Sem1 wk4-Sem1 wk5,2,0,0,0
Edinburgh College of Art,,,*Lecture,#SPLUS66FF71,Art Practice 2 - Introduction to Art Practice 2 & Artisitic Research 2,Mon,10:00,11:00,,110,99,2,Sem1 wk1,1,RS_Reid Concert Hall Auditorium,Reid School,*Central
Edinburgh College of Art,ARTX08075_SS1_YR,Art Practice 2,*Workshop,#SPLUS66FEC2,Art Practice 2 - Subject Specific Workshop,Mon,13:30,16:00,WC,110,99,5,"Sem1 wk3, Sem1 wk6",2,"ECAMB_C.04,ECAMB_E.02,ECAMB_E.14,ECAMB_E.21,ECAMB_E.23","ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building,ECA Main Building","*Lauriston,*Lauriston,*Lauriston,*Lauriston,*Lauriston"
Edinburgh College of Art,ARTX10038_SS1_YR,Art Practice 4,*Tutorial,#SPLUS66FF40,Art Practice 4 - Individual Tutorial [CO to confirm location],Thu,9:30,12:30,WC,6,89,6,"Sem1 wk1, Sem1 wk4, Sem1 wk7, Sem1 wk10",4,0,0,0
Royal (Dick) School of Veterinary Studies,BVMS10028_SS1_YR,INTEGRATED CLINICAL COURSE: FARM ANIMAL,*Practical,#SPLUS870DEB,Y4 FA - Rectal Palpation (Optional Sign up on LEARN),Tue,9:30,11:30,WC,150,143,4,Sem1 wk11,1,LFO_Langhill G.12,Langhill Farm Office,*Easter Bush
"School of History, Classics and Archaeology",HIST10426_SS1_SEM1,Historical Skills and Methods I,*Workshop,#SPLUS87E7ED 003,Historical Skills and Methods I - Workshop/10 <10>,Tue,14:00,16:00,,18,15,4,Sem1 wk2,1,7-8CS_G.02,7-8 Chambers Street,*Central
"School of History, Classics and Archaeology",HIST10426_SS1_SEM1,Historical Skills and Methods I,*Workshop,#SPLUS87E7ED 002,Historical Skills and Methods I - Workshop/10 <11-12>,Tue,14:00,16:00,,18,15,4,Sem1 wk3-Sem1 wk4,2,LLTC_G.13,Lister Learning and Teaching Centre,*Central
School of Law,LAWS08104_SV1_YR,Civil Law Ordinary,*Tutorial,#SPLUSD40A7C,Civil Law Ord LAWS08104 - S1 Tutorial/12,Tue,15:00,16:00,,12,11,2,"Sem1 wk3-Sem1 wk5, Sem1 wk7-Sem1 wk10",7,7-8CS_1.04,7-8 Chambers Street,*Central
School of Law,LAWS08104_SV1_YR,Civil Law Ordinary,*Tutorial,#SPLUSD40A7E,Civil Law Ord LAWS08104 - S1 Tutorial/13,Mon,15:00,16:00,,12,12,2,"Sem1 wk3-Sem1 wk5, Sem1 wk7-Sem1 wk10",7,GOI_2.05 Ogilvie,Geography (Old Infirmary),*Central
School of Law,LAWS08126_SV1_SEM1,Family Law (Ordinary),*Tutorial,#SPLUSD40B08,Family Law Ord LAWS08126 - Tutorial/01,Thu,16:00,17:00,,12,10,2,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",5,LLTC_2.4,Lister Learning and Teaching Centre,*Central
School of Law,LAWS08126_SV1_SEM1,Family Law (Ordinary),*Tutorial,#SPLUSD40B0A,Family Law Ord LAWS08126 - Tutorial/02,Fri,10:00,11:00,,12,12,2,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",5,LLTC_2.4,Lister Learning and Teaching Centre,*Central
School of Law,LAWS08126_SV1_SEM1,Family Law (Ordinary),*Tutorial,#SPLUSD40B0C,Family Law Ord LAWS08126 - (Graduate Group) Tutorial/03,Thu,17:00,18:00,,12,11,2,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",5,LLTC_1.1,Lister Learning and Teaching Centre,*Central
School of Law,LAWS08126_SV1_SEM1,Family Law (Ordinary),*Tutorial,#SPLUSD40B0E,Family Law Ord LAWS08126 - Tutorial/04,Fri,17:00,18:00,,12,9,2,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",5,OC_Teaching Room 08,Old College,*Central
School of Law,LAWS08126_SV1_SEM1,Family Law (Ordinary),*Tutorial,#SPLUSD40B10,Family Law Ord LAWS08126 - Tutorial/05,Tue,14:00,15:00,,12,12,2,"Sem1 wk3, Sem1 wk5, Sem1 wk7, Sem1 wk9, Sem1 wk11",5,LLTC_1.4,Lister Learning and Teaching Centre,*Central
